course_index,course_title
2954,Build an HTML5 and CSS3 Website in 35 Minutes
2955,Angular 2 Routing: Up And Running
2956,Advanced Prezi: Make Amazing Presentations 
2957,1 hour jQuery
2958,The WpFASTER WordPress Speed Optimization Master Course
2959,How to Build Your Own Website with WordPress: A Step-by-Step Guide 
2960,Build Apps with ReactJS: The Complete Course
2961,Learn SASS: from beginner to expert
2962,The complete HTML5 course
2963,Create a Responsive Website with Bootstrap 3
2964,Lerning PHP by building website
2965,Learn PHP Object Oriented Features with Simple Examples
2966,Crash Course - Learn to Create a PHP MVC Framework
2967,JSON :basics for beginners
2968,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers
2969,Complete Guide to Front-End Web Development and Design
2970,"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery"
2971,Javascript for Beginners
2972,MongooseJS Essentials - Learn MongoDB for Node.js
2973,Regular Expressions for Beginners - Universal
2974,Learn Redis from Scratch
2975,WordPress Plugin Development -> Deep dive discovery!
2976,Learn Ajax and jquery with PHP
2977,Create a business website with WordPress
2978,DesktopServer : Install WordPress Locally  - Work Anywhere!
2979,Understand PHP Arrays and HTTP Request in a Better Way
2980,Mastering CSS
2981,The Complete Wordpress Theme Development Guide
2982,The Complete HMTL5 Course - Go From Beginner To Advanced!
2983,Learn Jquery from Scratch 2-Hour Training 
2984,How to Create a Wordpress Website from Scratch - No Coding
2985,Learn PHP CodeIgniter Framework with AJAX and Bootstrap
2986,The Complete Guide to JavaScript Development
2987,Basic HTML CSS and Web Design
2988,Build Professional WordPress Website
2989,Ultimate CSS3 Course - From Beginners To Professional
2990,Code & Grow Rich:  Earn More As An Entrepreneur Or Developer
2991,Learn by Example : ReactJS
2992,React.js Quickly: Developing Scalable Web User Interfaces
2993,JavaScript - Tricks and Workarounds
2994,Kids Coding - Beginner HTML
2995,Learn PHP from scratch!!
2996,PHP with PDO - ULTIMATE Crash Course
2997,JavaScript for beginners with live examples
2998,Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast
2999,Laravel(5.2) PHP Framework  Jump Start for beginners
3000,Professional WordPress Theme Development For 2017
3001,Learn Laravel PHP Framework Building Multi User SEO Blog APP
3002,Javascript Specialist
3003,Write PHP Like a Pro: Build a PHP MVC Framework From Scratch
3004,JavaScript Intro to learning JavaScript web programming
3005,Crash Course: Fundamentals Of HTML & CSS From Scratch.
3006,"Laravel, the complete guide with real world projects"
3007,VueJS V1 Introduction to VueJS JavaScript Framework
3008,HTML CSS: Essential steps to learn HTML CSS
3009,Learn HTML 5 in 1 hour
3010,Learn Html5 & CSS3 from scratch
3011,Responsive Web Design: Made Easy
3012,Parse Server: From Front End to Full Stack
3013,Codeigniter: How to use Codeigniter that drives knowledge
3014,jQuery for Beginners - Create Website Animations Easily
3015,How to Build Chat Bots: From Beginner to Intermediate
3016,Web Development with BootStrap - 16 Instant Themes Included!
3017,Install a Wordpress Theme the Correct Way & Charge Others
3018,Coding for Entrepreneurs Basic
3019,The CSS and CSS3 Crash Course
3020,Build a Business or Personal Website Using Wordpress
3021,Learn By Example: PHP For Dynamic Websites
3022,Learn ReactJS: Code Like A Facebook Developer
3023,Learn to Build Web Apps using D3JS
3024,How to create awesome website and e-commerce in 1 hour
3025,Joomla for Beginners - Learn how to build a website with CMS
3026,Learning Drupal 8
3027,Learn How To Build a Web Application Without Coding
3028,Rock Solid Wordpress Security - Secure Web Development
3029,Mastering JavaScript
3030,PHP Laravel 5:Creating a CRUD application
3031,XQUERY :basics for beginners
3032,PHP Development with the Laravel Framework
3033,WordPress Development - Themes and Plugins Complete Guide
3034,Basic JavaScript: Build 4 Basic JavaScript Projects
3035,HTML and CSS for Beginning Web Developers
3036,Popular JavaScript Framework:Learn The Language Of Angular 2
3037,The Ultimate Guide to the Best WordPress Plugins Part 1
3038,XSLT :basics for beginners
3039,The Complete Wordpress Plugin Development Course - 8 Plugins
3040,JSON Crash Course for Beginners
3041,You can create Incredible Websites with HTML CSS learn how
3042,JavaScript Tricks how to create code projects from scratch
3043,The Sass Course! Learn Sass for Real-World Websites
3044,Web Design How to Create a Website HTML CSS Bootstrap
3045,Master Angular 4 by Example - Build 7 Awesome Apps!
3046,Create A Custom Responsive WordPress Website For A Client
3047,Mastering HTML5 Programming - The Easier Way
3048,How to Launch Your Own Website Builder Service
3049,Getting Started with HTML
3050,Spring Framework 4 (Java Enterprise JEE) with AngularJS
3051,Build A Weather App With Ajax Using Open Weather Map API
3052,Essentials of JavaScript Practice Coding Exercises Tips
3053,Learn and Earn with HTML & CSS
3054,Get started Creating Websites Everything you need provided
3055,JavaScript in Action JavaScript Projects
3056,Modern Web Development with Laravel 5.2 (PHP Framework)
3057,Programming for Entrepreneurs - JavaScript
3058,Create a Website from Scratch using HTML CSS step by step
3059,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap
3060,Learn jQuery by Example Course
3061,Bootstrap 4 Theme Development Masterclass
3062,Wordpress Theme Development for Beginners
3063,Web Design Creating websites from scratch
3064,HTML Learning the Basics Intro to HTML website coding
3065,Learn how to use Javascript Components with PHP and Symfony
3066,So you think you know JavaScript?
3067,Learn Node.js by building Udemy: Stripe + MailChimp + Wistia
3068,Learn jQuery: An In-depth Course For Beginners
3069,JavaScript for Beginning Web Developers
3070,JQuery Create Overlay Popups from scratch using Jquery
3071,Vue JS 2: From Beginner to Professional
3072,Ultimate AngularJS: Build a Real-World App from Scratch
3073,Wordpress Site Migration
3074,introduction to HTML Course
3075,Create Single Page Website using Twitter Bootstrap 3
3076,The All-In-One Web Development Course
3077,Code a Responsive Website Using HTML5 and CSS for Beginners
3078,AngularJS for the Real World - Learn by creating a WebApp
3079,Wordpress Tutorial   
3080,Create a REAL Social Network like Facebook in PHP + MySQL
3081,Advanced Node.js Development
3082,ASP.NET MVC 5 Project - Facebook Clone
3083,Bootstrap For Beginners: A  Basic Introduction
3084,jQuery for Beginners
3085,JavaScript Basics For Web Developers
3086,Learn PHP from Scratch
3087,Learn Express
3088,"Build A Web App with VueJS, Spring Framework and MongoDB"
3089,Zend Framework 2: Learn the PHP framework ZF2 from scratch
3090,Improved SEO with Rich Snippets and MicroData
3091,X theme for WordPress: Responsive web design without code!
3092,Become a HTML and CSS Developer - Build a Responsive Site
3093,How to Make a Wordpress Website 2017
3094,Install Wordpress
3095,CSS Specialist: Comprehensive CSS Training
3096,Introduction to Laravel 4
3097,Introduction to Elm
3098,Learn to Freelance with People Per hour  (URDU)
3099,Learn Wordpress 4 from Scratch : Create Awesome Websites
3100,Amazon Alexa Development: From Beginner to Intermediate
3101,The Build a SAAS App with Flask Course
3102,Learn JSON with JavaScript Objects and APIs in 1 hour
3103,1 Hour JavaScript
3104,Building An E-Commerce Store Using Java Spring Framework
3105,Typescript Masterclass & FREE E-Book
3106,PHP MVC Framework CodeIgniter Tutorial for Beginners Project
3107,JavaScript - Become Higly Paid Front End Developer
3108,Object Oriented Programming (OOP) in PHP - Build An OOP Site
3109,Beginners Introduction to Web Development
3110,Django + AngularJS for a Powerful Web Application
3111,WordPress Academy: Learn WordPress step by step
3112,Web Development Essential Skills - Complete HTML and CSS
3113,Byte-Sized-Chunks: Closures in Javascript
3114,Laravel Account Activation Project
3115,WordPress: Create an Amazing Website With Ease
3116,Mastering the Google Chrome Developer Tools
3117,Kali Linux Web App Testing
3118,Learn Ruby Programming The Easy Way - Lite
3119,"Web Scraping with Python, Ruby & import. io"
3120,Sending email with PHP: from Basic to Advanced
3121,WordPress 2016 for Beginners : Build awesome websites!
3122,Learn to make websites with Google's Material Design Lite
3123,Joomla 3 : Develop a Professional Website in 3 Simple Steps!
3124,Complete Python Web Course: Build 8 Python Web Apps
3125,Web Design for Beginners: Real World Coding in HTML & CSS
3126,Ethereum Developer: Build A Decentralised Blockchain App
3127,The Complete Web Development Course -  Build 15 Projects
3128,Angular 2 + Rails 5 Bootcamp
3129,Javascript - From Beginner to Pro-Build real world JS apps
3130,Redux in Angular (2 and 4+)
3131,The complete JavaScript developer: MEAN stack zero-to-hero
3132,Running a Web Development Business: The Complete Guide
3133,Projects In JavaScript & JQuery
3134,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month
3135,"Full stack Universal React with Redux, Node js and MongoDB"
3136,Creating an MP3 Player with HTML5
3137,Be a Bootstrap Developer from scratch
3138,Create Your First Wordpress Site in Under an Hour
3139,Learn Coding as RF or Telecom Engineer - Build Real Program
3140,Creating FaceBook Design Using Bootstrap - Handson Project
3141,Building HTML5 Canvas projects from scratch
3142,Learn How To Become a Web Developer From Scratch
3143,"Earn Big Profits With Web Development, Simple and Easy!"
3144,BDD with Ruby on Rails using RSpec 3 and Capybara
3145,Learn By Example: jQuery
3146,Professional Python Web Development Using Flask
3147,JavaScript HTML CSS Project make a Quiz Tutorial
3148,Voiceover Audio Secrets - Your Way to Top Audio Quality
3149,jQuery UI In Depth
3150,Codeless Website Development with Adobe Muse
3151,Learn To Build A Google Map App Using Angular 2
3152,Learn Reactivex From Ground Up
3153,Learn HTML in 59 Minutes - Your intro to front-end dev
3154,WordPress Theme Customization 101 (for beginners)
3155,Supercharging Development With Atom Text Editor
3156,Master WCF 4.0 From Scratch Using C#
3157,Drupal 7 for Beginners
3158,Critical Web Dev Skills & Tools for the Non-Tech Hustler
3159,Install WordPress on Computer using XAMPP
3160,Java Web Services Part 2
3161,Complete PHP Course With Bootstrap3 CMS System & Admin Panel
3162,Learn To Create WordPress Themes By Building 10 Projects
3163,The Complete NodeJS Course: Build a Full Business Rating App
3164,Master the MEAN Stack - Learn By Example
3165,First Web Application with Spring Boot
3166,HTML5 and CSS3: Learn Web Design with HTML + CSS + Bootstrap
3167,Backbone Tutorial: Learn Backbonejs from Scratch
3168,AngularJS Custom Directives with Dan Wahlin
3169,Angular 2+ with Typescript - Essential Training
3170,Learn Angular 2 from Beginner to Advanced
3171,Create an eCommerce Wordpress Website 2016 - New Divi Theme!
3172,HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016
3173,Learning Docker and Kubernetes by Lab
3174,Projects in ExpressJS - Learn ExpressJs building 10 projects
3175,PHP For Beginners : Learn PHP From Scratch!
3176,Bootstrap 4.0 New Features: Build Responsive Website
3177,ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal
3178,Professional RESTful API Design using Python Flask
3179,HTML5 APIs For JavaScript - A Course For Web Developers 
3180,Learn Python Django - A Hands-On Course
3181,Comprehensive JavaScript Programming
3182,Security for your WordPress site
3183,Try Django 1.9 | Build a Blog and Learn Python's #1 Library
3184,Accelerated ES6 JavaScript Training
3185,AWS Serverless APIs & Apps - A Complete Introduction
3186,Python and Django Full Stack Web Developer Bootcamp
3187,The Complete Elixir and Phoenix Bootcamp
3188,Build a Real-world App with ASP.NET Core and Angular 2 (4+)
3189,REST APIs with Flask and Python
3190,Angular 4 (formerly Angular 2) - The Complete Guide
3191,Build Websites from Scratch with HTML & CSS
3192,PHP for Beginners -Become a PHP Master - Project Included
3193,The Professional Ruby on Rails Developer
3194,The Complete Ruby on Rails Developer Course
3195,Docker Technologies for DevOps and Developers
3196,JavaScript programming: JavaScript for beginners
3197,JSON in Action: Build JSON-Based Applications
3198,Learn Ruby Programming The Easy Way
3199,Learn OAuth 2.0 - Get started as an API Security Expert
3200,AngularJS For .Net Developers From Scratch
3201,"Jekyll: make fast, secure static sites and blogs with Jekyll"
3202,HTML and CSS BootCamp for Beginners
3203,Hosting Django: Amazon Web Services (AWS) Fundamentals
3204,Angular Advanced MasterClass & FREE E-Book
3205,Learn Responsive Web Development from Scratch
3206,Build WordPress Plugin to extend Beaver Builder
3207,Coding Made Easy: A Beginners Guide To JavaScript
3208,The Complete Developers Guide to MongoDB
3209,Electron for Desktop Apps: The Complete Developer's Guide
3210,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex)
3211,"React JS, Angular & Vue JS - Quickstart & Comparison"
3212,The Complete JavaScript Course: Build a Real-World Project
3213,Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide
3214,Angular 2 with TypeScript for Beginners: The Pragmatic Guide
3215,Meteor and React for Realtime Apps
3216,The Web Developer Bootcamp
3217,AngularJS JumpStart with Dan Wahlin
3218,The Complete Web Developer Course 2.0
3219,Ultimate Web Designer & Developer Course: Build 23 Projects!
3220,ExpressJS Fundamentals
3221,REST WCF Service in ASP.NET
3222,Projects in Node.js - Learn by Example
